Linea;Ruta;Nodo;Nombre;Posicion;StrTipoServicio
[59] 99;[3874] 99 V.6;45190;056B07_ET;15429;[0] URBANO
[59] 99;[3874] 99 V.6;28972;073A07;15889;[0] URBANO
[59] 99;[3874] 99 V.6;28973;041A07;16261;[0] URBANO
[59] 99;[3874] 99 V.6;28974;020A07;16526;[0] URBANO
[59] 99;[3874] 99 V.6;42748;340A07_ET;16805;[0] URBANO
[59] 99;[3874] 99 V.6;28975;021A07;17584;[0] URBANO
[59] 99;[3874] 99 V.6;28976;022A07;17976;[0] URBANO
[59] 99;[3874] 99 V.6;28977;023A07_Br. Salazar Gómez;18364;[0] URBANO
[59] 99;[3874] 99 V.6;28978;029A07;19577;[0] URBANO
[59] 99;[3874] 99 V.6;4108;028A07;20112;[0] URBANO
[59] 99;[3874] 99 V.6;29102;119A07;20396;[0] URBANO
[59] 99;[3874] 99 V.6;29103;121A07;20733;[0] URBANO
[59] 99;[3874] 99 V.6;29104;131A07;21050;[0] URBANO
[59] 99;[3874] 99 V.6;29105;258A00;21601;[0] URBANO
[59] 99;[3874] 99 V.6;29106;257A00_Pl. Paloquemao;21857;[0] URBANO
[59] 99;[3874] 99 V.6;915;255A00_Br. El Listón;22169;[0] URBANO
[59] 99;[3874] 99 V.6;916;253A00;22655;[0] URBANO
[59] 99;[3874] 99 V.6;29109;250A00;22943;[0] URBANO
[59] 99;[3874] 99 V.6;29110;241A00;23277;[0] URBANO
[59] 99;[3874] 99 V.6;29112;243A00;23584;[0] URBANO
[59] 99;[3874] 99 V.6;47300;247C00_ET;23798;[0] URBANO
[59] 99;[3874] 99 V.6;47298;245C00_ET;24413;[0] URBANO
[59] 99;[3874] 99 V.6;29119;251A00;25618;[0] URBANO
[59] 99;[3874] 99 V.6;29120;254A00;25865;[0] URBANO
[59] 99;[3874] 99 V.6;29121;007A00;26262;[0] URBANO
[59] 99;[3874] 99 V.6;29122;256A00;26646;[0] URBANO
[59] 99;[3874] 99 V.6;29123;067A00;26781;[0] URBANO
[59] 99;[3874] 99 V.6;29124;025A07;27412;[0] URBANO
[59] 99;[3874] 99 V.6;29125;120A07;27723;[0] URBANO
[59] 99;[3874] 99 V.6;29126;024A07_Industrial Centenario;28040;[0] URBANO
[59] 99;[3874] 99 V.6;48738;033B06_ET;28723;[0] URBANO
[59] 99;[3874] 99 V.6;48735;025B06_ET;30112;[0] URBANO
[59] 99;[3874] 99 V.6;29037;024A06;30435;[0] URBANO
[59] 99;[3874] 99 V.6;50845;447A06_ET;30746;[0] URBANO
[59] 99;[3874] 99 V.6;48734;023B06_ET;31036;[0] URBANO
[59] 99;[3874] 99 V.6;29039;022A06_Br. Granjas de Techo;31783;[0] URBANO
[59] 99;[3874] 99 V.6;29040;021A06;32404;[0] URBANO
[59] 99;[3874] 99 V.6;29041;110A06;32731;[0] URBANO
[59] 99;[3874] 99 V.6;45179;055B07_ET;33654;[0] URBANO
[59] 99;[3874] 99 V.6;45181;344B07_ET;34024;[0] URBANO
[59] 99;[3874] 99 V.6;45185;093B07_ET;34300;[0] URBANO
[59] 99;[3874] 99 V.6;45189;107B07_ET;34797;[0] URBANO
[59] 99;[3874] 99 V.6;45193;068B07_ET;35108;[0] URBANO
[59] 99;[3874] 99 V.6;29127;054A07;35361;[0] URBANO
[59] 99;[3874] 99 V.6;29128;048A07;35518;[0] URBANO
[59] 99;[3874] 99 V.6;48704;377A07_ET;35938;[0] URBANO
[59] 99;[3874] 99 V.6;29129;077A07;36155;[0] URBANO
[59] 99;[3874] 99 V.6;29130;078A07.;36706;[0] URBANO
[59] 99;[3874] 99 V.6;29131;197A08;37754;[0] URBANO
[59] 99;[3874] 99 V.6;29132;118A08;38080;[0] URBANO
[59] 99;[3874] 99 V.6;29133;107A08_Cl 35A Sur;38510;[0] URBANO
[59] 99;[3874] 99 V.6;29134;202A08;38704;[0] URBANO
[59] 99;[3874] 99 V.6;29135;125A08;38973;[0] URBANO
[59] 99;[3874] 99 V.6;29136;191A08;39237;[0] URBANO
[59] 99;[3874] 99 V.6;29137;149A08;39658;[0] URBANO
[59] 99;[3874] 99 V.6;29138;126A08;39867;[0] URBANO
[59] 99;[3874] 99 V.6;29139;129A08;40263;[0] URBANO
[59] 99;[3874] 99 V.6;29140;131A08;40613;[0] URBANO
[59] 99;[3874] 99 V.6;29141;035A08;40856;[0] URBANO
[59] 99;[3874] 99 V.6;29142;165A08_Salón Comunal Calarcá;41315;[0] URBANO
[59] 99;[3874] 99 V.6;29143;177A08;41663;[0] URBANO
[59] 99;[3874] 99 V.6;29144;175A08;41969;[0] URBANO
[59] 99;[3874] 99 V.6;29145;173A08;42252;[0] URBANO
[59] 99;[3874] 99 V.6;48925;610B09_ET;42426;[0] URBANO
[59] 99;[3874] 99 V.6;48922;101B09_ET;42646;[0] URBANO
[59] 99;[3874] 99 V.6;48923;102B09_ET;43118;[0] URBANO
[59] 99;[3874] 99 V.6;48924;511B09_ET;43464;[0] URBANO
[59] 99;[3874] 99 V.6;48603;051B09_ET;43644;[0] URBANO
[59] 99;[3874] 99 V.6;31661;042A09;43953;[0] URBANO
[59] 99;[3874] 99 V.6;48964;044A09-ET;44316;[0] URBANO
[59] 99;[3874] 99 V.6;31663;065A09;44750;[0] URBANO
[59] 99;[3874] 99 V.6;48909;657A09_ET;45067;[0] URBANO
[59] 99;[3874] 99 V.6;48907;655A09_ET;45522;[0] URBANO
[59] 99;[3874] 99 V.6;48913;653A09-ET;45903;[0] URBANO
[59] 99;[3874] 99 V.6;48902;651A09_ET;46404;[0] URBANO
[59] 99;[3874] 99 V.6;38366;151A09_ET;46797;[0] URBANO
[59] 99;[3874] 99 V.6;31397;149A09_ET;47006;[0] URBANO
[59] 99;[3874] 99 V.6;29076;145A09;47428;[0] URBANO
[59] 99;[3874] 99 V.6;29077;127A09;47858;[0] URBANO
[59] 99;[3874] 99 V.6;31400;124A09_ET;48223;[0] URBANO
[59] 99;[3874] 99 V.6;29367;125A09;48717;[0] URBANO
[69] C11;[3657] C11.v.6 H;47280;PIR_SUR_ET;0;[0] URBANO
[69] C11;[3657] C11.v.6 H;31831;350A09;616;[0] URBANO
[69] C11;[3657] C11.v.6 H;34804;556A09;755;[0] URBANO
[69] C11;[3657] C11.v.6 H;34808;557A09;1113;[0] URBANO
[69] C11;[3657] C11.v.6 H;31791;349A09;1279;[0] URBANO
[69] C11;[3657] C11.v.6 H;28956;354A09;1674;[0] URBANO
[69] C11;[3657] C11.v.6 H;28957;390A09;2123;[0] URBANO
[69] C11;[3657] C11.v.6 H;1799;388A09;2646;[0] URBANO
[69] C11;[3657] C11.v.6 H;49159;386A09-ET;2953;[0] URBANO
[69] C11;[3657] C11.v.6 H;1801;368A09;3573;[0] URBANO
[69] C11;[3657] C11.v.6 H;1803;370A09;3783;[0] URBANO
[69] C11;[3657] C11.v.6 H;1804;393A09;4150;[0] URBANO
[69] C11;[3657] C11.v.6 H;1806;395A09;4396;[0] URBANO
[69] C11;[3657] C11.v.6 H;1807;516A09;4901;[0] URBANO
[69] C11;[3657] C11.v.6 H;46844;108B09_ET;5097;[0] URBANO
[69] C11;[3657] C11.v.6 H;46845;106B09_ET;5443;[0] URBANO
[69] C11;[3657] C11.v.6 H;46846;103B09_ET;5713;[0] URBANO
[69] C11;[3657] C11.v.6 H;1808;171A08;6165;[0] URBANO
[69] C11;[3657] C11.v.6 H;1809;200A08;6409;[0] URBANO
[69] C11;[3657] C11.v.6 H;29091;203A08;6729;[0] URBANO
[69] C11;[3657] C11.v.6 H;29092;204A08;6976;[0] URBANO
[69] C11;[3657] C11.v.6 H;29093;091A08;7294;[0] URBANO
[69] C11;[3657] C11.v.6 H;1810;490A08;7847;[0] URBANO
[69] C11;[3657] C11.v.6 H;1811;520A08;8027;[0] URBANO
[69] C11;[3657] C11.v.6 H;1812;493A08;8247;[0] URBANO
[69] C11;[3657] C11.v.6 H;1813;494A08;8461;[0] URBANO
[69] C11;[3657] C11.v.6 H;1814;142A08;8794;[0] URBANO
[69] C11;[3657] C11.v.6 H;1815;141A08;9169;[0] URBANO
[69] C11;[3657] C11.v.6 H;44858;608A08_ET;9370;[0] URBANO
[69] C11;[3657] C11.v.6 H;37332;095A08_ET;10049;[0] URBANO
[69] C11;[3657] C11.v.6 H;40875;091D07_ET;11229;[0] URBANO
[69] C11;[3657] C11.v.6 H;1821;101A07;11689;[0] URBANO
[69] C11;[3657] C11.v.6 H;1822;094A07;12141;[0] URBANO
[69] C11;[3657] C11.v.6 H;1823;126A06;12576;[0] URBANO
[69] C11;[3657] C11.v.6 H;1824;127A06;13014;[0] URBANO
[69] C11;[3657] C11.v.6 H;40885;068A06_ET;13323;[0] URBANO
[69] C11;[3657] C11.v.6 H;1826;128A06_ET;13783;[0] URBANO
[69] C11;[3657] C11.v.6 H;1827;041A06;14299;[0] URBANO
[69] C11;[3657] C11.v.6 H;1828;040A06;14458;[0] URBANO
[69] C11;[3657] C11.v.6 H;1829;384A06;14959;[0] URBANO
[69] C11;[3657] C11.v.6 H;1830;039A06;15499;[0] URBANO
[69] C11;[3657] C11.v.6 H;1831;390A06;15799;[0] URBANO
[69] C11;[3657] C11.v.6 H;1832;038A06;16062;[0] URBANO
[69] C11;[3657] C11.v.6 H;1833;037A06;16289;[0] URBANO
[69] C11;[3657] C11.v.6 H;1834;034A06;16488;[0] URBANO
[69] C11;[3657] C11.v.6 H;1835;139A06;16831;[0] URBANO
[69] C11;[3657] C11.v.6 H;1837;186A06;17130;[0] URBANO
[69] C11;[3657] C11.v.6 H;28983;122A06;17535;[0] URBANO
[69] C11;[3657] C11.v.6 H;28984;123A06_Br. Gran América;18032;[0] URBANO
[69] C11;[3657] C11.v.6 H;28985;086A05;18307;[0] URBANO
[69] C11;[3657] C11.v.6 H;28986;125A00;18947;[0] URBANO
[69] C11;[3657] C11.v.6 H;28987;273A00;19391;[0] URBANO
[69] C11;[3657] C11.v.6 H;28989;161A00;20165;[0] URBANO
[69] C11;[3657] C11.v.6 H;48703;875A00_ET;20435;[0] URBANO
[69] C11;[3657] C11.v.6 H;28990;160A00;20701;[0] URBANO
[69] C11;[3657] C11.v.6 H;1840;527A00;21121;[0] URBANO
[69] C11;[3657] C11.v.6 H;48092;533A00-ET;21439;[0] URBANO
[69] C11;[3657] C11.v.6 H;1363;353A00;21883;[0] URBANO
[69] C11;[3657] C11.v.6 H;1364;102A00;22183;[0] URBANO
[69] C11;[3657] C11.v.6 H;31805;354C00;22555;[0] URBANO
[69] C11;[3657] C11.v.6 H;1843;101A00;22781;[0] URBANO
[69] C11;[3657] C11.v.6 H;1841;193A00;23108;[0] URBANO
[69] C11;[3657] C11.v.6 H;47239;355B00_ET;23395;[0] URBANO
[69] C11;[3657] C11.v.6 H;47240;100B00_ET;23892;[0] URBANO
[69] C11;[3657] C11.v.6 H;29003;395A00;24243;[0] URBANO
[69] C11;[3657] C11.v.6 H;29004;319A00_Br. Quinta Camacho;24446;[0] URBANO
[69] C11;[3657] C11.v.6 H;44390;227B00_ET;24621;[0] URBANO
[69] C11;[3657] C11.v.6 H;44391;228B00_ET;24853;[0] URBANO
[69] C11;[3657] C11.v.6 H;44392;229B00_ET;25029;[0] URBANO
[69] C11;[3657] C11.v.6 H;1850;047A00;25228;[0] URBANO
[69] C11;[3657] C11.v.6 H;43562;231B00;25525;[0] URBANO
[69] C11;[3657] C11.v.6 H;44394;232B00_ET;25764;[0] URBANO
[69] C11;[3657] C11.v.6 H;44395;098B00_ET;26146;[0] URBANO
[69] C11;[3657] C11.v.6 H;1852;263A00-ET;26518;[0] URBANO
[69] C11;[3657] C11.v.6 H;1853;265A00;26739;[0] URBANO
[69] C11;[3657] C11.v.6 H;1854;267A00-ET;26965;[0] URBANO
[69] C11;[3657] C11.v.6 H;1855;268A00_ET;27203;[0] URBANO
[69] C11;[3657] C11.v.6 H;1856;270A00;27413;[0] URBANO
[69] C11;[3657] C11.v.6 H;1858;271A00;27577;[0] URBANO
[69] C11;[3657] C11.v.6 H;1859;646A00_ET;28004;[0] URBANO
[69] C11;[3657] C11.v.6 H;29022;391A00;28263;[0] URBANO
[69] C11;[3657] C11.v.6 H;29023;362A00;28384;[0] URBANO
[69] C11;[3657] C11.v.6 H;29024;024A00;28724;[0] URBANO
[69] C11;[3657] C11.v.6 H;29025;025A00;29148;[0] URBANO
[69] C11;[3657] C11.v.6 H;29026;274A00;29343;[0] URBANO
[69] C11;[3657] C11.v.6 H;29027;079A00_Urb. La Soledad Cl 45;29456;[0] URBANO
[69] C11;[3657] C11.v.6 H;29028;085A05;30001;[0] URBANO
[69] C11;[3657] C11.v.6 H;29029;084A05;30264;[0] URBANO
[69] C11;[3657] C11.v.6 H;29030;274A06;30685;[0] URBANO
[69] C11;[3657] C11.v.6 H;29031;275A06;31061;[0] URBANO
[69] C11;[3657] C11.v.6 H;1860;391A06;31629;[0] URBANO
[69] C11;[3657] C11.v.6 H;29033;119A06;31776;[0] URBANO
[69] C11;[3657] C11.v.6 H;1863;036A06;32119;[0] URBANO
[69] C11;[3657] C11.v.6 H;1865;141A06_ET;32439;[0] URBANO
[69] C11;[3657] C11.v.6 H;34223;109A06;32650;[0] URBANO
[69] C11;[3657] C11.v.6 H;34224;395A06;33175;[0] URBANO
[69] C11;[3657] C11.v.6 H;1868;142A06;33476;[0] URBANO
[69] C11;[3657] C11.v.6 H;1869;042A06;34117;[0] URBANO
[69] C11;[3657] C11.v.6 H;1871;283A06_ET;34688;[0] URBANO
[69] C11;[3657] C11.v.6 H;1872;284A06;34859;[0] URBANO
[69] C11;[3657] C11.v.6 H;1873;065A06_ET;35271;[0] URBANO
[69] C11;[3657] C11.v.6 H;1875;190A06;36207;[0] URBANO
[69] C11;[3657] C11.v.6 H;1876;002A06_ET;36554;[0] URBANO
[69] C11;[3657] C11.v.6 H;1877;001A06_ET;37022;[0] URBANO
[69] C11;[3657] C11.v.6 H;1878;095A07-ET;37343;[0] URBANO
[69] C11;[3657] C11.v.6 H;4552;072A07_ET;37637;[0] URBANO
[69] C11;[3657] C11.v.6 H;40933;096D07_ET;37783;[0] URBANO
[69] C11;[3657] C11.v.6 H;43210;320A07;38596;[0] URBANO
[69] C11;[3657] C11.v.6 H;41115;061A07_ET;38990;[0] URBANO
[69] C11;[3657] C11.v.6 H;1882;060A07_ET;39617;[0] URBANO
[69] C11;[3657] C11.v.6 H;1883;495A08_ET;40687;[0] URBANO
[69] C11;[3657] C11.v.6 H;1884;492A08.ET;40846;[0] URBANO
[69] C11;[3657] C11.v.6 H;1885;491A08;41293;[0] URBANO
[69] C11;[3657] C11.v.6 H;1886;198A08-ET;41815;[0] URBANO
[69] C11;[3657] C11.v.6 H;29134;202A08;42391;[0] URBANO
[69] C11;[3657] C11.v.6 H;1887;199A08-ET;42762;[0] URBANO
[69] C11;[3657] C11.v.6 H;1888;170A08_ET;42947;[0] URBANO
[69] C11;[3657] C11.v.6 H;46832;182B08_ET;43135;[0] URBANO
[69] C11;[3657] C11.v.6 H;1889;546A08;43464;[0] URBANO
[69] C11;[3657] C11.v.6 H;43989;424A08_ET;43910;[0] URBANO
[69] C11;[3657] C11.v.6 H;1891;252A08;44261;[0] URBANO
[69] C11;[3657] C11.v.6 H;1892;515A09-ET;44492;[0] URBANO
[69] C11;[3657] C11.v.6 H;43991;394A09_ET;44970;[0] URBANO
[69] C11;[3657] C11.v.6 H;38757;392A09_ET;45268;[0] URBANO
[69] C11;[3657] C11.v.6 H;29417;369A09_GM;45651;[0] URBANO
[69] C11;[3657] C11.v.6 H;1890;367A09_Br Jaqueline;45886;[0] URBANO
[69] C11;[3657] C11.v.6 H;33593;385A09-ET;46316;[0] URBANO
[69] C11;[3657] C11.v.6 H;29419;385A09_GM;46328;[0] URBANO
[69] C11;[3657] C11.v.6 H;44805;387A09;46774;[0] URBANO
[69] C11;[3657] C11.v.6 H;29055;389A09;47097;[0] URBANO
[69] C11;[3657] C11.v.6 H;29056;355A09;47555;[0] URBANO
[69] C11;[3657] C11.v.6 H;48088;350A09-ET;47942;[0] URBANO
[69] C11;[3657] C11.v.6 H;48089;556A09-ET;48079;[0] URBANO
[69] C11;[3657] C11.v.6 H;48090;557A09-ET;48430;[0] URBANO
[69] C11;[3657] C11.v.6 H;48091;349A09-ET;48596;[0] URBANO
[69] C11;[3657] C11.v.6 H;47280;PIR_SUR_ET;49150;[0] URBANO
[113] C1;[4217] C1 V.4;50882;PARADERO VIRTUAL CATALINA;0;[0] URBANO
[113] C1;[4217] C1 V.4;50888;PARADERO PROVISIONAL_CAT_ET;438;[0] URBANO
[113] C1;[4217] C1 V.4;29718;315A09_ET;883;[0] URBANO
[113] C1;[4217] C1 V.4;30893;529A09;1135;[0] URBANO
[113] C1;[4217] C1 V.4;29706;320A09_ET;1323;[0] URBANO
[113] C1;[4217] C1 V.4;29707;326A09_ET;1450;[0] URBANO
[113] C1;[4217] C1 V.4;29708;339A09_ET;1625;[0] URBANO
[113] C1;[4217] C1 V.4;29709;341A09-ET;2011;[0] URBANO
[113] C1;[4217] C1 V.4;880;029A09;2444;[0] URBANO
[113] C1;[4217] C1 V.4;881;026A09;2878;[0] URBANO
[113] C1;[4217] C1 V.4;882;107A09;3203;[0] URBANO
[113] C1;[4217] C1 V.4;42743;621A09;3495;[0] URBANO
[113] C1;[4217] C1 V.4;883;108A09;3774;[0] URBANO
[113] C1;[4217] C1 V.4;47931;106A09-ET;4000;[0] URBANO
[113] C1;[4217] C1 V.4;885;103A09_Hosp Kennedy;4368;[0] URBANO
[113] C1;[4217] C1 V.4;886;105A09;4771;[0] URBANO
[113] C1;[4217] C1 V.4;30894;530A09;5324;[0] URBANO
[113] C1;[4217] C1 V.4;30895;531A09;5656;[0] URBANO
[113] C1;[4217] C1 V.4;38248;032A09_ET;5958;[0] URBANO
[113] C1;[4217] C1 V.4;1808;171A08;6316;[0] URBANO
[113] C1;[4217] C1 V.4;1809;200A08;6560;[0] URBANO
[113] C1;[4217] C1 V.4;29091;203A08;6880;[0] URBANO
[113] C1;[4217] C1 V.4;29092;204A08;7127;[0] URBANO
[113] C1;[4217] C1 V.4;31794;201A08;7212;[0] URBANO
[113] C1;[4217] C1 V.4;30896;549A08;7564;[0] URBANO
[113] C1;[4217] C1 V.4;48722;548A08_ET;7909;[0] URBANO
[113] C1;[4217] C1 V.4;30897;547A08;8318;[0] URBANO
[113] C1;[4217] C1 V.4;1812;493A08;8507;[0] URBANO
[113] C1;[4217] C1 V.4;1813;494A08;8721;[0] URBANO
[113] C1;[4217] C1 V.4;39534;580B08_ET;9132;[0] URBANO
[113] C1;[4217] C1 V.4;37331;094A08_ET;9603;[0] URBANO
[113] C1;[4217] C1 V.4;37332;095A08_ET;10248;[0] URBANO
[113] C1;[4217] C1 V.4;1820;091A07;11536;[0] URBANO
[113] C1;[4217] C1 V.4;1821;101A07;11888;[0] URBANO
[113] C1;[4217] C1 V.4;1822;094A07;12340;[0] URBANO
[113] C1;[4217] C1 V.4;28975;021A07;12800;[0] URBANO
[113] C1;[4217] C1 V.4;28976;022A07;13192;[0] URBANO
[113] C1;[4217] C1 V.4;28977;023A07_Br. Salazar Gómez;13580;[0] URBANO
[113] C1;[4217] C1 V.4;28978;029A07;14793;[0] URBANO
[113] C1;[4217] C1 V.4;29102;119A07;15612;[0] URBANO
[113] C1;[4217] C1 V.4;29103;121A07;15949;[0] URBANO
[113] C1;[4217] C1 V.4;29104;131A07;16266;[0] URBANO
[113] C1;[4217] C1 V.4;29105;258A00;16817;[0] URBANO
[113] C1;[4217] C1 V.4;29106;257A00_Pl. Paloquemao;17073;[0] URBANO
[113] C1;[4217] C1 V.4;915;255A00_Br. El Listón;17385;[0] URBANO
[113] C1;[4217] C1 V.4;49965;890A00_ET;17646;[0] URBANO
[113] C1;[4217] C1 V.4;916;253A00;17871;[0] URBANO
[113] C1;[4217] C1 V.4;29109;250A00;18159;[0] URBANO
[113] C1;[4217] C1 V.4;29110;241A00;18493;[0] URBANO
[113] C1;[4217] C1 V.4;29112;243A00;18800;[0] URBANO
[113] C1;[4217] C1 V.4;29150;247A00;19215;[0] URBANO
[113] C1;[4217] C1 V.4;29116;245A00;19888;[0] URBANO
[113] C1;[4217] C1 V.4;29117;244A00;20126;[0] URBANO
[113] C1;[4217] C1 V.4;29118;249A00;20432;[0] URBANO
[113] C1;[4217] C1 V.4;29119;251A00;20871;[0] URBANO
[113] C1;[4217] C1 V.4;29120;254A00;21118;[0] URBANO
[113] C1;[4217] C1 V.4;49967;891A00_ET;21272;[0] URBANO
[113] C1;[4217] C1 V.4;29121;007A00;21515;[0] URBANO
[113] C1;[4217] C1 V.4;29122;256A00;21899;[0] URBANO
[113] C1;[4217] C1 V.4;29123;067A00;22033;[0] URBANO
[113] C1;[4217] C1 V.4;29124;025A07;22664;[0] URBANO
[113] C1;[4217] C1 V.4;29125;120A07;22975;[0] URBANO
[113] C1;[4217] C1 V.4;29126;024A07_Industrial Centenario;23292;[0] URBANO
[113] C1;[4217] C1 V.4;29710;032A06_ET;23574;[0] URBANO
[113] C1;[4217] C1 V.4;29035;033A06_Ortezal;24005;[0] URBANO
[113] C1;[4217] C1 V.4;29036;025A06;25406;[0] URBANO
[113] C1;[4217] C1 V.4;29037;024A06;25688;[0] URBANO
[113] C1;[4217] C1 V.4;50845;447A06_ET;25999;[0] URBANO
[113] C1;[4217] C1 V.4;29038;023A06;26242;[0] URBANO
[113] C1;[4217] C1 V.4;29711;262A06_ET;27353;[0] URBANO
[113] C1;[4217] C1 V.4;1877;001A06_ET;27773;[0] URBANO
[113] C1;[4217] C1 V.4;1878;095A07-ET;28094;[0] URBANO
[113] C1;[4217] C1 V.4;4552;072A07_ET;28388;[0] URBANO
[113] C1;[4217] C1 V.4;40933;096D07_ET;28534;[0] URBANO
[113] C1;[4217] C1 V.4;43210;320A07;29347;[0] URBANO
[113] C1;[4217] C1 V.4;41115;061A07_ET;29741;[0] URBANO
[113] C1;[4217] C1 V.4;1882;060A07_ET;30368;[0] URBANO
[113] C1;[4217] C1 V.4;1883;495A08_ET;31438;[0] URBANO
[113] C1;[4217] C1 V.4;1884;492A08.ET;31597;[0] URBANO
[113] C1;[4217] C1 V.4;1885;491A08;32044;[0] URBANO
[113] C1;[4217] C1 V.4;1886;198A08-ET;32566;[0] URBANO
[113] C1;[4217] C1 V.4;29134;202A08;33142;[0] URBANO
[113] C1;[4217] C1 V.4;1887;199A08-ET;33513;[0] URBANO
[113] C1;[4217] C1 V.4;1888;170A08_ET;33698;[0] URBANO
[113] C1;[4217] C1 V.4;46832;182B08_ET;33886;[0] URBANO
[113] C1;[4217] C1 V.4;46833;181B08_ET;34222;[0] URBANO
[113] C1;[4217] C1 V.4;46834;638B08_ET;34492;[0] URBANO
[113] C1;[4217] C1 V.4;46835;180B08_ET;34791;[0] URBANO
[113] C1;[4217] C1 V.4;46836;169B08_ET;35203;[0] URBANO
[113] C1;[4217] C1 V.4;46837;161B08_ET;35701;[0] URBANO
[113] C1;[4217] C1 V.4;29712;340A09_ET;36245;[0] URBANO
[113] C1;[4217] C1 V.4;29713;338A09_ET;36562;[0] URBANO
[113] C1;[4217] C1 V.4;29714;323A09_ET;36849;[0] URBANO
[113] C1;[4217] C1 V.4;29716;318A09_ET;37072;[0] URBANO
[113] C1;[4217] C1 V.4;29717;311A09_ET;37271;[0] URBANO
[113] C1;[4217] C1 V.4;50882;PARADERO VIRTUAL CATALINA;38023;[0] URBANO
[120] 787A;[4065] 787A_V7;49006;665A09_ET;0;[0] URBANO
[120] 787A;[4065] 787A_V7;37361;550A09_ET;360;[0] URBANO
[120] 787A;[4065] 787A_V7;33976;239A09;703;[0] URBANO
[120] 787A;[4065] 787A_V7;47354;246A09_ET;1043;[0] URBANO
[120] 787A;[4065] 787A_V7;29968;260A09;1561;[0] URBANO
[120] 787A;[4065] 787A_V7;29969;262A09;1860;[0] URBANO
[120] 787A;[4065] 787A_V7;43423;252A09_ET;1995;[0] URBANO
[120] 787A;[4065] 787A_V7;29970;250A09;2213;[0] URBANO
[120] 787A;[4065] 787A_V7;29971;248A09;2467;[0] URBANO
[120] 787A;[4065] 787A_V7;43299;253A09_ET;2640;[0] URBANO
[120] 787A;[4065] 787A_V7;48608;643A08_ET;2967;[0] URBANO
[120] 787A;[4065] 787A_V7;48606;651A08_ET;3319;[0] URBANO
[120] 787A;[4065] 787A_V7;48607;662A09_ET;3681;[0] URBANO
[120] 787A;[4065] 787A_V7;31058;534A09;3985;[0] URBANO
[120] 787A;[4065] 787A_V7;48085;253B09_ET;4292;[0] URBANO
[120] 787A;[4065] 787A_V7;29972;223A08;4530;[0] URBANO
[120] 787A;[4065] 787A_V7;29973;236A08;4891;[0] URBANO
[120] 787A;[4065] 787A_V7;29974;286A08_Santiago de Atalayas;4992;[0] URBANO
[120] 787A;[4065] 787A_V7;29975;285A08;5253;[0] URBANO
[120] 787A;[4065] 787A_V7;29976;274A09;5648;[0] URBANO
[120] 787A;[4065] 787A_V7;34403;270A09;6041;[0] URBANO
[120] 787A;[4065] 787A_V7;29894;251A09;6231;[0] URBANO
[120] 787A;[4065] 787A_V7;29895;261A09;6375;[0] URBANO
[120] 787A;[4065] 787A_V7;29896;259A09;6693;[0] URBANO
[120] 787A;[4065] 787A_V7;29897;263A09;7082;[0] URBANO
[120] 787A;[4065] 787A_V7;29898;255A09;7327;[0] URBANO
[120] 787A;[4065] 787A_V7;29899;265A09;7605;[0] URBANO
[120] 787A;[4065] 787A_V7;29900;293A09;7820;[0] URBANO
[120] 787A;[4065] 787A_V7;29901;284A09;7994;[0] URBANO
[120] 787A;[4065] 787A_V7;29902;216A08;8131;[0] URBANO
[120] 787A;[4065] 787A_V7;29903;305A08_El Libertador II;8269;[0] URBANO
[120] 787A;[4065] 787A_V7;29904;105A08;8548;[0] URBANO
[120] 787A;[4065] 787A_V7;29905;103A08;8769;[0] URBANO
[120] 787A;[4065] 787A_V7;29906;101A08;9060;[0] URBANO
[120] 787A;[4065] 787A_V7;29907;143A08;9504;[0] URBANO
[120] 787A;[4065] 787A_V7;29908;099A08;9737;[0] URBANO
[120] 787A;[4065] 787A_V7;29909;097A08;9917;[0] URBANO
[120] 787A;[4065] 787A_V7;43944;627A08_ET;10103;[0] URBANO
[120] 787A;[4065] 787A_V7;29910;540A08;10321;[0] URBANO
[120] 787A;[4065] 787A_V7;29911;536A08;10480;[0] URBANO
[120] 787A;[4065] 787A_V7;29912;538A08;10812;[0] URBANO
[120] 787A;[4065] 787A_V7;48520;329B08_ET;10948;[0] URBANO
[120] 787A;[4065] 787A_V7;29915;020A08;11556;[0] URBANO
[120] 787A;[4065] 787A_V7;29916;022A08;12013;[0] URBANO
[120] 787A;[4065] 787A_V7;29917;024A08;12421;[0] URBANO
[120] 787A;[4065] 787A_V7;29918;026A08;12801;[0] URBANO
[120] 787A;[4065] 787A_V7;29919;112A08;13231;[0] URBANO
[120] 787A;[4065] 787A_V7;29920;028A08;13388;[0] URBANO
[120] 787A;[4065] 787A_V7;29921;160A08;13947;[0] URBANO
[120] 787A;[4065] 787A_V7;43782;356A07_ET;14574;[0] URBANO
[120] 787A;[4065] 787A_V7;29922;123A07_Biblioteca el Tintal ;14846;[0] URBANO
[120] 787A;[4065] 787A_V7;29923;124A07;15470;[0] URBANO
[120] 787A;[4065] 787A_V7;29924;040A07;15770;[0] URBANO
[120] 787A;[4065] 787A_V7;29925;126A07;16200;[0] URBANO
[120] 787A;[4065] 787A_V7;37244;178A07;16535;[0] URBANO
[120] 787A;[4065] 787A_V7;37245;233A07;17024;[0] URBANO
[120] 787A;[4065] 787A_V7;37246;196A07;17322;[0] URBANO
[120] 787A;[4065] 787A_V7;37234;238A07;17549;[0] URBANO
